Date,Long_Signals,Short_Signals,Avoid_Signals,Hold_Signals,Net_Allocation_%,Total_Notional,Daily_PnL,Cumulative_PnL,Portfolio_Return_%,Win_Rate_%,Universe_Size,Active_Positions
2026-01-14,4,1,2,3,25.0,54832.38,0.0,0.0,0.0,0.0,10,7
